Area_Name,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23"
Juneau County,7.0,9.0,8.0,6.0,1222.0,1641.0,2207.0,3219.0,457.0,979.0,3249.0,5102.0,5929.0,7076.0,8180.0,7904.0,5586.0,5172.0,4180.0,3543.0,2664.0,2044.0,4.4,7.7,9.9,11.0,20.3,25.5,31.02737554,33.43612558,41.7,43.0,43.23010253,39.95753501,29.4,21.5,14.07885002,10.33314797,8.6,10.0,11.66367192,16.27319145,31.5,40.4,54.2,40.9,1020.0,1391.0,2879.0,4197.0,5871.0,6614.0
Juniata County,6.0,7.0,8.0,6.0,973.0,1337.0,1889.0,2465.0,351.0,768.0,3123.0,4877.0,6219.0,7879.0,8945.0,8058.0,5380.0,5126.0,4675.0,3879.0,2971.0,2752.0,3.8,6.7,4.3,6.0,11.6,14.0,18.50649351,19.2272589,46.3,51.8,52.80401417,49.02951019,34.8,25.5,17.53837072,16.74475205,7.3,8.8,11.15112161,14.99847886,33.7,42.5,58.1,44.7,402.0,693.0,1551.0,2130.0,3135.0,3160.0
Kalamazoo County,2.0,2.0,2.0,4.0,36535.0,45189.0,52348.0,67819.0,14370.0,26857.0,33595.0,40096.0,37105.0,37615.0,39016.0,37364.0,38850.0,28254.0,22325.0,16274.0,11834.0,9416.0,14.5,23.0,12.1,18.3,28.7,31.7,33.52314818,30.98399851,27.5,25.9,25.13285966,22.50206267,16.6,11.2,7.623084405,5.670683602,27.1,31.2,33.72090776,40.84325522,34.0,34.4,39.3,24.2,11976.0,21371.0,38719.0,45917.0,52041.0,51448.0
Kalawao County,3.0,2.0,3.0,4.0,6.0,15.0,32.0,14.0,,5.0,,29.0,33.0,29.0,14.0,11.0,,102.0,63.0,89.0,5.0,11.0,,3.5,,4.2,21.5,9.5,21.53846154,16.27906977,25.4,19.7,21.53846154,25.58139535,48.5,60.5,7.692307692,25.58139535,4.6,10.2,49.23076923,32.55813953,,20.4,,71.8,,6.0,28.0,14.0,14.0,7.0
Kalkaska County,7.0,8.0,3.0,4.0,606.0,1078.0,1408.0,2414.0,121.0,488.0,910.0,2533.0,3734.0,4942.0,5236.0,5062.0,1663.0,2319.0,2578.0,2219.0,1643.0,1333.0,4.1,7.9,8.2,14.1,18.5,25.6,31.76054018,33.43660269,44.0,44.6,43.11594203,38.24996222,30.4,20.0,13.52931489,10.07254043,7.1,9.7,11.5942029,18.24089467,31.0,40.8,56.7,37.3,241.0,875.0,1567.0,2834.0,3857.0,4425.0
Kanabec County,6.0,4.0,8.0,3.0,714.0,1025.0,1546.0,1828.0,295.0,604.0,1769.0,2865.0,3373.0,4131.0,4494.0,4376.0,2983.0,2890.0,2417.0,1901.0,1545.0,1024.0,5.4,8.6,7.7,9.2,18.9,28.0,33.13056511,37.61436216,42.1,42.2,39.61914837,37.76972208,30.1,19.4,13.62073526,8.838253064,8.9,10.5,13.62955127,15.7776627,32.4,40.9,54.6,41.3,419.0,643.0,1517.0,2740.0,3758.0,4358.0
Kanawha County,3.0,2.0,3.0,4.0,24950.0,28937.0,33519.0,37829.0,12788.0,21942.0,42313.0,52736.0,49471.0,50890.0,52246.0,46765.0,61098.0,50195.0,39116.0,28101.0,17506.0,11958.0,9.9,15.3,10.2,12.9,20.0,23.2,25.08722934,25.28207271,34.9,36.2,37.89924196,36.18965811,27.6,20.0,12.69885024,9.253842225,17.6,20.6,24.31467847,29.27442696,32.7,36.8,47.2,35.0,13197.0,18559.0,28407.0,32660.0,34584.0,32670.0
Kandiyohi County,4.0,5.0,4.0,5.0,3783.0,4846.0,6009.0,8019.0,1225.0,2629.0,5316.0,7528.0,7837.0,8219.0,8569.0,8192.0,8757.0,7262.0,5696.0,4372.0,3137.0,2714.0,7.2,12.4,10.5,17.5,27.9,34.0,36.88542112,36.04906566,32.6,31.1,30.52942853,27.68222215,23.7,16.5,11.17642867,9.171087757,15.7,18.3,21.40872168,27.09762444,31.1,35.6,51.2,34.4,1796.0,3702.0,6710.0,8982.0,10353.0,10668.0
Kane County,1.0,1.0,1.0,1.0,41027.0,68050.0,102960.0,128867.0,12993.0,26107.0,47171.0,58491.0,56182.0,61331.0,77438.0,78150.0,57262.0,45904.0,42736.0,48688.0,54701.0,44681.0,9.9,16.7,10.8,16.4,27.0,27.5,27.21573459,26.79729058,29.3,25.0,23.97401922,22.728793,22.3,19.8,16.93487468,12.99482022,21.4,27.7,31.87537151,37.4790962,35.8,37.5,43.5,29.4,14263.0,25538.0,51862.0,67417.0,87909.0,92139.0
Kankakee County,3.0,2.0,3.0,4.0,7148.0,9850.0,12342.0,14636.0,3531.0,6143.0,18348.0,22375.0,21616.0,23549.0,25400.0,25708.0,27161.0,22567.0,16100.0,13299.0,10505.0,6491.0,6.6,10.6,8.0,11.7,25.0,29.1,33.82391266,34.77564549,36.1,35.8,34.83890436,35.80202212,26.9,20.2,14.40876733,9.039634571,11.9,15.0,16.92841565,20.38269782,34.4,38.7,50.9,39.0,4284.0,6796.0,14957.0,19146.0,24660.0,24971.0
Kansas,,,,,330377.0,438978.0,551374.0,679664.0,139479.0,236427.0,438583.0,543823.0,514177.0,507612.0,511212.0,495115.0,492098.0,370235.0,293272.0,237799.0,188859.0,156595.0,11.4,17.0,12.7,17.1,27.3,30.4,31.91560319,31.13439091,32.8,29.8,27.81229751,25.60993083,18.7,14.0,10.2748032,8.09991036,21.1,25.8,29.99729609,35.1557679,35.8,39.2,40.1,26.7,155828.0,237617.0,428110.0,516818.0,586634.0,601919.0
Karnes County,6.0,4.0,8.0,3.0,681.0,976.0,1097.0,1681.0,363.0,663.0,1162.0,1665.0,1952.0,3344.0,3755.0,3860.0,5245.0,4737.0,3736.0,4230.0,3006.0,2396.0,5.1,8.6,5.6,8.8,17.0,17.4,24.44957216,24.38071646,25.4,32.3,36.10229786,36.77591463,48.7,40.9,28.90106721,22.8277439,8.9,9.4,10.54706278,16.015625,16.2,21.5,73.2,61.2,400.0,678.0,1302.0,1802.0,2543.0,2559.0
Kauai County,5.0,8.0,5.0,7.0,5370.0,7551.0,11690.0,16048.0,1190.0,3630.0,4500.0,6549.0,8890.0,11546.0,13283.0,15718.0,9343.0,8295.0,8884.0,6504.0,5155.0,3865.0,7.2,15.7,8.9,20.2,30.0,34.1,35.80636226,32.86796292,26.9,29.7,28.3020476,29.61413822,26.9,16.7,10.98374278,7.282010702,16.3,19.4,24.90784736,30.23588816,27.3,28.3,56.6,35.9,1463.0,4663.0,9901.0,13271.0,16805.0,17445.0
Kaufman County,1.0,1.0,1.0,1.0,3550.0,5521.0,11382.0,25641.0,966.0,2508.0,4140.0,6876.0,10612.0,15169.0,20812.0,29435.0,13091.0,11231.0,10402.0,11437.0,11224.0,13849.0,5.0,10.7,5.8,11.9,24.2,28.4,33.70083069,31.9991318,32.7,33.8,31.77986807,29.04034176,32.1,25.5,17.13901784,13.66331554,10.9,12.3,17.38028341,25.2972109,21.4,29.4,67.8,48.0,1119.0,2791.0,7863.0,12732.0,22070.0,32434.0
Kay County,5.0,8.0,4.0,2.0,5812.0,5678.0,5767.0,5369.0,3479.0,4886.0,9161.0,10669.0,9758.0,10330.0,10697.0,10254.0,12195.0,9937.0,7285.0,5937.0,4401.0,2745.0,11.9,15.7,14.9,17.9,27.2,29.5,31.88495691,36.62929101,31.1,33.2,34.92099765,35.3769191,23.2,19.1,14.36732828,9.470415732,18.5,18.3,18.82671716,18.52337416,31.4,34.4,41.8,32.0,4362.0,5554.0,8558.0,9161.0,9767.0,10617.0
Kearney County,7.0,8.0,9.0,7.0,793.0,979.0,1234.0,1513.0,344.0,603.0,1572.0,1812.0,1446.0,1628.0,1281.0,1146.0,1562.0,1175.0,875.0,529.0,360.0,275.0,8.6,13.7,12.9,18.3,29.8,31.7,36.75758909,36.18964767,32.6,35.4,28.17861857,24.92387995,19.7,11.5,7.919049714,5.980861244,17.9,21.3,27.14474263,32.90561114,39.4,41.2,39.1,26.7,513.0,804.0,1322.0,1458.0,1671.0,1664.0
Kearny County,9.0,8.0,9.0,9.0,300.0,389.0,371.0,357.0,152.0,238.0,577.0,681.0,698.0,719.0,657.0,967.0,672.0,595.0,627.0,627.0,570.0,358.0,9.3,12.6,13.8,19.6,32.2,33.1,35.77170418,31.00902379,29.1,27.7,26.40675241,39.66365874,26.2,24.2,22.90996785,14.68416735,12.5,15.0,14.91157556,14.64315012,35.5,36.2,41.3,31.6,225.0,368.0,772.0,857.0,890.0,756.0
Keith County,7.0,9.0,9.0,9.0,745.0,1026.0,1250.0,1297.0,319.0,644.0,1759.0,2504.0,2329.0,2249.0,2097.0,1826.0,1984.0,1528.0,1053.0,820.0,481.0,560.0,6.6,11.4,15.5,17.2,27.4,32.9,37.85714286,39.38446346,40.9,36.9,34.04220779,30.05266623,18.5,13.4,7.808441558,9.216589862,13.1,16.8,20.29220779,21.34628045,36.6,44.4,41.3,27.1,745.0,969.0,1561.0,2008.0,2332.0,2393.0
Kemper County,9.0,8.0,9.0,9.0,487.0,670.0,729.0,1064.0,190.0,415.0,915.0,1463.0,1884.0,1837.0,2500.0,1857.0,3786.0,3049.0,2702.0,2569.0,1720.0,1224.0,3.6,7.4,6.6,11.8,17.9,21.9,29.18872514,30.812886,30.5,28.3,35.77049649,30.99649474,43.7,39.5,24.61010159,20.43064597,7.9,10.3,10.43067678,17.75997329,17.5,26.2,72.3,54.6,345.0,658.0,1109.0,1422.0,2040.0,1846.0
Kenai Peninsula Borough,7.0,11.0,7.0,8.0,4374.0,6362.0,8887.0,12477.0,831.0,2216.0,3165.0,6004.0,8560.0,9990.0,11989.0,13002.0,2793.0,2459.0,3119.0,3605.0,2711.0,2416.0,10.5,16.2,14.6,22.0,34.3,36.4,37.57740962,34.29049279,35.0,31.8,31.72868258,30.62753227,12.8,11.5,7.174614937,5.691133515,17.9,20.3,23.51929286,29.39084142,39.8,43.8,35.1,18.0,1160.0,3015.0,8370.0,11431.0,14199.0,14557.0
Kendall County,1.0,1.0,1.0,1.0,4310.0,8678.0,24196.0,31615.0,1210.0,2947.0,6062.0,9602.0,8846.0,10335.0,17485.0,20404.0,4766.0,4730.0,3946.0,3480.0,5258.0,5545.0,8.9,14.4,11.7,15.6,29.3,34.5,33.61665417,33.64227417,36.6,30.1,24.72811099,23.52100337,16.3,10.1,7.436111386,6.392078204,17.8,25.3,34.21912345,36.44464426,44.4,46.9,34.9,23.1,1601.0,3203.0,7073.0,11869.0,23770.0,29184.0
Kenedy County,9.0,8.0,9.0,9.0,22.0,53.0,39.0,5.0,20.0,49.0,44.0,39.0,71.0,57.0,74.0,9.0,257.0,195.0,160.0,110.0,124.0,25.0,6.0,16.6,3.9,4.1,10.0,15.7,26.625387,17.0212766,25.3,21.8,22.91021672,19.14893617,56.9,42.1,38.39009288,53.19148936,7.8,20.3,12.07430341,10.63829787,13.2,13.2,76.9,66.1,13.0,12.0,28.0,41.0,86.0,8.0
Kennebec County,4.0,5.0,4.0,5.0,13526.0,16402.0,20759.0,28043.0,4767.0,9697.0,18165.0,24903.0,28464.0,29882.0,31322.0,30834.0,23395.0,20555.0,15801.0,11711.0,7604.0,4685.0,9.1,15.0,11.5,14.6,22.8,26.9,30.52694067,29.97774693,38.0,37.7,36.45866071,33.96787626,21.1,14.8,8.851020242,5.161169498,18.1,20.7,24.16337838,30.89320731,34.7,38.6,44.7,31.8,6012.0,9444.0,17067.0,21367.0,26226.0,27212.0
Kenosha County,1.0,1.0,3.0,4.0,10250.0,18246.0,25465.0,35366.0,4216.0,7578.0,20830.0,28670.0,29482.0,31711.0,35475.0,32138.0,31692.0,24863.0,20128.0,15645.0,12351.0,9822.0,6.8,10.7,8.3,13.5,25.9,31.0,31.58302528,32.74128453,36.5,33.4,33.11582839,27.95386542,24.9,16.5,11.52962921,8.543246817,12.7,19.2,23.77151712,30.76160323,33.7,40.6,51.2,35.2,5109.0,9524.0,20934.0,29436.0,33833.0,37642.0
Kent County,3.0,2.0,3.0,4.0,10152.0,14769.0,21371.0,33311.0,3803.0,6708.0,13141.0,20718.0,22967.0,26100.0,35266.0,41922.0,18865.0,18471.0,18185.0,16312.0,15773.0,12215.0,9.6,12.6,9.4,14.0,24.2,27.8,30.6908896,29.80687419,33.9,32.9,33.75576699,33.65012602,26.9,20.6,15.09753623,9.804787208,15.0,18.6,20.45580719,26.73821258,33.3,38.8,47.7,34.6,3712.0,7463.0,16412.0,22068.0,32064.0,37134.0
Kenton County,1.0,1.0,1.0,1.0,15072.0,22375.0,29802.0,43699.0,4887.0,9490.0,19471.0,27188.0,29317.0,31834.0,32683.0,32218.0,39721.0,32000.0,22676.0,17460.0,12631.0,8760.0,7.1,12.2,7.1,12.0,24.2,26.7,29.2346535,27.14076751,33.1,32.6,30.79002902,27.72156255,25.6,17.9,11.89942345,7.537429014,17.0,22.9,28.07589403,37.60024092,28.2,34.8,57.6,41.0,4906.0,9358.0,21389.0,26058.0,31032.0,31543.0
Kentucky,,,,,318127.0,453469.0,608927.0,830856.0,123543.0,231139.0,412640.0,653876.0,741012.0,888277.0,988008.0,1006715.0,1053196.0,978135.0,825857.0,685000.0,510196.0,352966.0,7.2,11.1,7.2,10.7,19.2,23.4,27.39779127,28.83608601,31.8,33.6,34.04228928,32.70512193,35.4,25.9,17.57904776,11.46679653,13.6,17.1,20.9808717,26.99199553,24.1,31.3,61.5,46.9,123919.0,223542.0,448837.0,619651.0,795165.0,887620.0
Keokuk County,8.0,7.0,8.0,6.0,735.0,888.0,949.0,1108.0,498.0,589.0,3551.0,3989.0,3675.0,3548.0,3184.0,3089.0,3582.0,2644.0,1822.0,1228.0,828.0,397.0,6.0,7.3,8.6,11.0,20.6,26.1,32.22677596,34.13620072,46.8,46.3,43.49726776,44.28673835,23.2,16.0,11.31147541,5.691756272,9.4,11.6,12.96448087,15.88530466,42.5,49.2,42.9,32.6,721.0,891.0,1613.0,2003.0,2359.0,2381.0
Kern County,2.0,2.0,2.0,4.0,42361.0,51869.0,73168.0,103791.0,15231.0,26674.0,49872.0,70627.0,80323.0,97344.0,128189.0,154648.0,82559.0,85492.0,103269.0,120981.0,139504.0,127772.0,8.9,11.8,13.6,18.9,29.2,29.6,30.70170267,30.88688463,25.2,25.4,26.06129606,27.67452265,32.4,31.5,28.36167726,22.86501673,13.3,13.5,14.87532402,18.57357599,29.2,31.3,48.3,37.9,23272.0,42618.0,93256.0,113473.0,151014.0,172599.0
Kerr County,4.0,3.0,4.0,2.0,5120.0,7225.0,10394.0,12195.0,1370.0,3293.0,3067.0,5661.0,7387.0,9065.0,10342.0,11354.0,6662.0,7005.0,6116.0,5821.0,4255.0,3783.0,10.7,16.8,13.4,18.3,26.6,28.7,29.51943144,30.04351165,29.1,29.2,29.16690169,29.06066035,24.1,18.8,12.00011281,9.682620937,20.2,23.3,29.31355406,31.21320706,23.9,29.0,52.0,35.8,1711.0,3586.0,6752.0,8895.0,10467.0,11738.0
Kershaw County,2.0,2.0,2.0,4.0,3506.0,5668.0,7724.0,10595.0,1812.0,2696.0,3827.0,6466.0,10142.0,12370.0,14445.0,15512.0,10454.0,10785.0,9060.0,8568.0,6712.0,5032.0,10.3,12.1,8.1,10.4,19.3,23.7,30.56951222,32.91177421,36.1,35.5,34.72606198,33.42023053,32.2,24.6,16.13577902,10.84132285,12.5,16.3,18.56864678,22.82667241,21.9,29.0,59.7,48.4,1417.0,2318.0,5415.0,8257.0,12716.0,15276.0
Ketchikan Gateway Borough,7.0,8.0,7.0,7.0,1731.0,1814.0,2144.0,2693.0,732.0,1127.0,1844.0,2705.0,2648.0,2673.0,2988.0,2929.0,1794.0,1128.0,1252.0,932.0,569.0,507.0,14.5,17.7,13.3,21.9,34.1,39.8,37.26892606,38.61792689,31.0,29.7,32.87852113,29.334001,14.6,10.4,6.261003521,5.077616425,20.2,20.2,23.5915493,26.97045568,36.6,42.6,35.6,17.8,668.0,1393.0,2920.0,3580.0,3387.0,3856.0
Kewaunee County,2.0,2.0,2.0,4.0,976.0,1520.0,1906.0,3036.0,358.0,847.0,3454.0,4931.0,5727.0,6338.0,6472.0,5689.0,5440.0,4079.0,3160.0,2133.0,1391.0,945.0,3.6,7.7,6.2,10.5,17.4,25.1,31.87587169,34.5117161,47.9,47.5,45.13249651,38.52769877,26.5,16.0,9.70013947,6.399837464,8.2,11.4,13.29149233,20.56074766,35.0,44.7,55.2,37.0,612.0,1162.0,2082.0,3345.0,4571.0,5096.0
Keweenaw County,9.0,8.0,9.0,7.0,143.0,312.0,399.0,774.0,46.0,100.0,380.0,465.0,496.0,608.0,590.0,479.0,979.0,708.0,459.0,266.0,146.0,44.0,3.1,7.1,3.8,9.7,14.7,27.4,32.91962175,27.01181767,38.5,37.2,34.86997636,26.95554305,35.7,16.3,8.628841608,2.476083286,11.1,19.1,23.58156028,43.55655599,26.0,33.0,67.0,50.2,56.0,137.0,189.0,448.0,557.0,480.0
Keya Paha County,9.0,12.0,9.0,9.0,58.0,107.0,89.0,162.0,36.0,64.0,278.0,344.0,287.0,246.0,244.0,205.0,297.0,253.0,167.0,121.0,47.0,20.0,5.0,8.1,15.4,15.9,28.9,30.4,36.56093489,38.57142857,39.9,36.1,40.7345576,32.53968254,23.2,17.8,7.846410684,3.174603175,8.1,15.7,14.85809683,25.71428571,38.5,43.8,41.1,32.2,111.0,125.0,208.0,207.0,219.0,243.0
Kidder County,8.0,7.0,8.0,6.0,252.0,218.0,336.0,350.0,55.0,210.0,545.0,636.0,591.0,694.0,552.0,527.0,1581.0,1130.0,882.0,555.0,322.0,135.0,2.3,9.1,7.6,14.0,22.8,26.0,33.58946213,38.55494839,26.4,35.0,30.29637761,31.99757134,39.5,28.0,17.67288694,8.196721311,11.3,11.0,18.44127333,21.25075896,23.1,27.7,67.0,49.2,180.0,321.0,510.0,515.0,612.0,635.0
Kimball County,8.0,7.0,8.0,6.0,358.0,385.0,478.0,358.0,312.0,296.0,1317.0,1160.0,1028.0,1055.0,911.0,938.0,1167.0,912.0,741.0,440.0,360.0,270.0,9.7,10.1,13.3,18.9,24.8,34.0,36.56147987,37.50997606,36.3,37.0,33.04316286,37.4301676,26.2,15.4,13.05767138,10.77414206,12.7,13.5,17.33768589,14.28571429,40.8,39.7,36.2,31.2,429.0,551.0,702.0,969.0,1008.0,940.0
Kimble County,7.0,9.0,9.0,9.0,354.0,544.0,618.0,862.0,162.0,210.0,620.0,886.0,935.0,1074.0,1212.0,984.0,1255.0,1266.0,1008.0,879.0,650.0,567.0,7.1,8.0,11.1,10.2,19.5,20.6,28.26149841,28.2058911,32.8,34.1,35.05929997,29.27700089,35.3,27.9,18.80242985,16.86997917,12.4,17.3,17.87677177,25.64712883,27.1,33.7,54.8,48.1,255.0,269.0,556.0,649.0,977.0,948.0
King County,9.0,12.0,9.0,9.0,53.0,56.0,46.0,56.0,10.0,19.0,72.0,102.0,57.0,59.0,78.0,39.0,172.0,77.0,47.0,50.0,14.0,31.0,3.4,8.1,12.4,16.1,27.3,27.6,29.59183673,18.18181818,26.4,25.9,39.79591837,25.32467532,21.8,21.9,7.142857143,20.12987013,24.5,24.6,23.46938776,36.36363636,24.8,43.2,59.3,32.6,36.0,38.0,59.0,63.0,58.0,28.0
King George County,6.0,4.0,8.0,3.0,1727.0,2551.0,4686.0,6617.0,594.0,1155.0,1066.0,1958.0,2637.0,3496.0,4716.0,4899.0,2283.0,2219.0,2280.0,2119.0,1341.0,1640.0,13.8,19.2,8.6,11.5,21.5,24.4,29.88970828,28.75940867,31.1,32.4,30.77726294,26.52840201,26.9,19.6,8.751549958,8.880706124,20.4,23.6,30.58147882,35.83148319,24.7,32.5,52.9,36.8,369.0,692.0,1824.0,2637.0,4580.0,5311.0
King William County,1.0,1.0,1.0,1.0,926.0,1327.0,2121.0,3092.0,340.0,694.0,1059.0,1612.0,2376.0,3422.0,4336.0,4681.0,2314.0,2636.0,2254.0,1873.0,1253.0,820.0,8.3,12.4,9.1,11.5,22.2,26.1,28.29241071,32.57219083,33.3,38.2,40.32738095,36.73101067,31.5,20.9,11.65364583,6.434400502,13.0,14.8,19.7265625,24.26239799,25.9,28.9,56.7,47.2,370.0,641.0,1589.0,2338.0,3042.0,4151.0
King and Queen County,8.0,4.0,1.0,1.0,315.0,480.0,636.0,1016.0,180.0,278.0,696.0,1023.0,1390.0,1736.0,2124.0,2019.0,2017.0,2113.0,1775.0,1481.0,957.0,521.0,5.9,7.6,5.1,7.2,16.8,20.7,26.41061176,31.87739464,33.2,37.2,42.05107899,38.67816092,42.4,31.8,18.94674322,9.980842912,7.5,10.3,12.59156603,19.46360153,22.8,27.8,66.2,57.4,155.0,266.0,705.0,966.0,1334.0,1664.0
Kingfisher County,6.0,4.0,8.0,3.0,1143.0,1450.0,1830.0,2254.0,473.0,947.0,2524.0,3270.0,3379.0,3479.0,3256.0,4139.0,3746.0,2890.0,2026.0,1692.0,1507.0,971.0,6.3,11.3,10.6,14.8,23.1,26.3,33.18808269,25.44294826,39.7,38.7,32.99554114,41.90543687,23.8,18.8,15.27158492,9.83092032,13.4,16.1,18.54479124,22.82069454,33.5,39.2,49.7,34.6,797.0,1238.0,1965.0,2363.0,3275.0,2513.0
Kingman County,2.0,2.0,8.0,6.0,662.0,1035.0,1093.0,1219.0,375.0,584.0,1991.0,2345.0,2051.0,1955.0,1715.0,1479.0,2212.0,1881.0,1250.0,889.0,630.0,479.0,7.1,10.4,13.0,14.3,28.5,33.2,37.0905764,37.90070367,37.0,33.7,31.38151876,28.90930414,22.5,15.3,11.52790485,9.362783425,11.9,17.8,20.0,23.82720876,37.9,41.8,42.1,33.5,682.0,803.0,1582.0,1930.0,2027.0,1939.0
Kings County,3.0,2.0,3.0,4.0,5235.0,7994.0,11421.0,13299.0,2685.0,3910.0,9352.0,12635.0,16702.0,22291.0,23985.0,26837.0,15962.0,15916.0,20118.0,24033.0,26461.0,24617.0,8.6,10.2,10.7,15.7,28.0,29.5,32.82335823,32.22774609,28.6,28.9,26.04347637,28.08833534,34.4,31.2,28.73197533,25.76482286,9.0,10.4,12.40119006,13.91909571,29.8,32.8,50.9,41.3,3368.0,6056.0,16372.0,22777.0,30229.0,30792.0
Kingsbury County,9.0,10.0,9.0,9.0,474.0,651.0,797.0,792.0,194.0,416.0,1512.0,1599.0,1606.0,1682.0,1473.0,1368.0,2318.0,1635.0,1064.0,710.0,385.0,297.0,4.2,9.6,12.8,15.8,23.1,24.2,29.96570826,30.8277027,39.3,41.9,38.85518333,38.51351351,26.0,17.7,10.15563176,8.361486486,11.6,16.2,21.02347666,22.2972973,32.8,36.9,50.2,37.7,590.0,686.0,945.0,972.0,1136.0,1095.0
Kinney County,7.0,10.0,9.0,9.0,233.0,414.0,406.0,498.0,29.0,100.0,124.0,292.0,562.0,637.0,697.0,635.0,781.0,805.0,924.0,774.0,697.0,288.0,2.9,7.4,8.2,11.0,18.6,21.8,28.93801816,44.29635437,26.6,27.3,27.51677852,24.89219914,43.8,33.1,27.51677852,11.28969032,11.0,17.7,16.02842479,19.52175617,12.2,21.7,76.8,59.9,83.0,148.0,392.0,510.0,733.0,1130.0
Kiowa County,9.0,12.0,9.0,9.0,103.0,175.0,202.0,195.0,52.0,116.0,421.0,617.0,467.0,385.0,233.0,258.0,512.0,372.0,341.0,149.0,81.0,86.0,4.7,8.9,10.8,15.3,19.2,34.7,41.23006834,42.96296296,41.4,35.5,26.53758542,27.3015873,30.2,13.7,9.225512528,9.100529101,9.1,16.1,23.00683371,20.63492063,38.1,47.3,46.4,28.5,119.0,199.0,217.0,376.0,362.0,406.0
Kit Carson County,7.0,11.0,9.0,9.0,729.0,808.0,850.0,870.0,294.0,556.0,1658.0,1703.0,1653.0,1660.0,1778.0,1444.0,1974.0,1348.0,1222.0,1211.0,1001.0,520.0,6.9,12.4,7.7,19.3,22.0,30.0,36.23264804,39.94490358,35.8,31.6,31.24231242,30.59970333,26.5,23.0,17.58917589,11.01928375,15.8,15.4,14.93586364,18.43610935,39.0,38.1,46.4,30.1,328.0,865.0,1016.0,1575.0,2062.0,1885.0
Kitsap County,2.0,2.0,2.0,4.0,23212.0,37667.0,48862.0,71744.0,5634.0,13999.0,21458.0,34252.0,34533.0,37804.0,40194.0,41363.0,20310.0,17375.0,15715.0,13731.0,11134.0,9205.0,10.2,16.4,14.3,23.2,37.2,40.0,40.83291011,37.73062355,29.5,25.4,23.73652072,21.05801735,13.4,9.2,6.575170964,4.686290881,19.8,25.3,28.85539821,36.52506822,38.8,40.1,36.7,20.3,7907.0,19820.0,43561.0,59502.0,69144.0,74112.0
Kittitas County,4.0,3.0,4.0,2.0,3389.0,5059.0,7653.0,10321.0,1845.0,2809.0,3546.0,4602.0,4589.0,5984.0,7013.0,7949.0,4185.0,3478.0,2860.0,2471.0,2200.0,2032.0,16.1,20.7,16.4,19.9,28.9,30.0,30.20195332,30.65309469,30.1,31.0,29.02251283,27.15193332,18.8,12.8,9.104452905,6.940838912,22.2,26.2,31.67108095,35.25413308,31.0,33.9,36.5,25.6,1879.0,2706.0,4396.0,5789.0,7298.0,8974.0
Kittson County,9.0,12.0,9.0,9.0,496.0,540.0,678.0,830.0,211.0,408.0,1061.0,1367.0,1227.0,1262.0,1142.0,973.0,2312.0,1612.0,1145.0,745.0,352.0,122.0,5.2,9.6,11.9,19.9,27.4,30.4,33.84099909,35.07588533,31.0,34.5,34.78525739,32.81618887,29.0,20.3,10.7219007,4.114671164,12.5,14.8,20.65184283,27.99325464,26.1,32.3,56.9,38.1,482.0,842.0,1085.0,1114.0,1111.0,1040.0
Klamath County,5.0,8.0,5.0,7.0,4583.0,6653.0,8853.0,10618.0,2427.0,4274.0,9911.0,14965.0,12730.0,14275.0,14321.0,16575.0,10865.0,8844.0,8791.0,7745.0,5812.0,5139.0,9.0,12.4,13.9,18.4,29.3,31.5,36.21600211,34.4949147,34.5,34.1,31.51351113,33.58118238,23.8,18.5,12.78936713,10.41168605,12.4,15.9,19.48111962,21.51221686,36.8,43.5,40.3,25.7,3742.0,6352.0,10810.0,13160.0,16458.0,17026.0
